date,district,temperature,humidity,rainfall,wind_speed
2024-12-20,Khulna,17.79,79.15,0.0,1.28
2024-12-21,Khulna,17.1,84.87,2.48,1.26
2024-12-22,Khulna,17.2,83.24,0.09,1.49
2024-12-23,Khulna,16.99,80.49,0.37,1.53
2024-12-24,Khulna,18.04,77.13,0.0,1.2
2024-12-25,Khulna,17.67,75.73,0.0,1.26
2024-12-26,Khulna,18.62,78.89,0.0,1.69
2024-12-27,Khulna,18.24,82.13,0.0,1.88
2024-12-28,Khulna,18.55,77.44,0.0,1.34
2024-12-29,Khulna,19.64,76.98,0.0,1.44
2024-12-30,Khulna,20.03,80.4,0.0,1.37
2024-12-31,Khulna,17.21,78.71,0.0,1.98
2025-01-01,Khulna,15.48,81.77,0.0,1.81
2025-01-02,Khulna,15.62,82.24,0.0,1.91
2025-01-03,Khulna,15.84,83.76,0.0,1.41
2025-01-04,Khulna,16.83,80.88,0.0,1.11
2025-01-05,Khulna,18.5,79.73,0.0,1.01
2025-01-06,Khulna,19.87,70.21,0.0,0.91
2025-01-07,Khulna,18.78,78.81,0.0,1.46
2025-01-08,Khulna,16.85,78.46,0.0,1.82
2025-01-09,Khulna,15.36,77.34,0.0,1.69
2025-01-10,Khulna,15.11,76.02,0.0,1.52
2025-01-11,Khulna,17.05,71.39,0.0,1.17
2025-01-12,Khulna,19.7,57.76,0.0,0.7
2025-01-13,Khulna,18.69,67.48,0.0,1.21
2025-01-14,Khulna,18.45,73.69,0.0,1.74
2025-01-15,Khulna,17.31,75.24,0.0,1.9
2025-01-16,Khulna,17.94,73.94,0.0,1.2
2025-01-17,Khulna,18.39,72.33,0.0,1.54
2025-01-18,Khulna,18.25,73.59,0.0,1.67
2025-01-19,Khulna,17.83,68.45,0.0,1.95
2025-01-20,Khulna,17.5,64.23,0.0,1.55
2025-01-21,Khulna,18.27,65.88,0.0,1.34
2025-01-22,Khulna,18.83,66.96,0.0,1.3
2025-01-23,Khulna,19.28,65.17,0.0,1.42
2025-01-24,Khulna,19.67,67.04,0.0,1.28
2025-01-25,Khulna,19.39,69.09,0.0,1.31
2025-01-26,Khulna,17.64,65.27,0.0,1.5
2025-01-27,Khulna,17.76,61.39,0.0,1.44
2025-01-28,Khulna,18.62,56.34,0.0,0.94
2025-01-29,Khulna,19.88,52.83,0.0,0.91
2025-01-30,Khulna,21.71,70.92,0.37,1.84
2025-01-31,Khulna,23.0,74.82,0.0,1.78
2025-02-01,Khulna,22.63,67.36,0.0,1.29
2025-02-02,Khulna,22.26,65.36,0.0,1.31
2025-02-03,Khulna,21.54,62.61,0.0,1.61
2025-02-04,Khulna,20.89,53.16,0.0,1.49
2025-02-05,Khulna,22.66,52.53,0.0,1.19
2025-02-06,Khulna,23.13,64.55,0.0,1.79
2025-02-07,Khulna,20.02,45.22,0.0,1.63
2025-02-08,Khulna,19.11,42.36,0.0,1.58
2025-02-09,Khulna,19.58,41.9,0.0,1.39
2025-02-10,Khulna,21.24,45.97,0.0,1.32
2025-02-11,Khulna,22.73,61.29,0.0,1.82
2025-02-12,Khulna,24.13,60.49,0.0,1.43
2025-02-13,Khulna,23.97,62.89,0.07,1.59
2025-02-14,Khulna,21.58,37.44,0.01,1.65
2025-02-15,Khulna,22.01,36.24,0.0,1.34
2025-02-16,Khulna,23.75,39.14,0.0,1.2
2025-02-17,Khulna,24.62,51.19,0.0,1.27
2025-02-18,Khulna,25.52,54.67,0.0,1.1
2025-02-19,Khulna,25.08,53.51,0.05,1.0
2025-02-20,Khulna,25.47,64.28,7.32,0.71
2025-02-21,Khulna,24.42,64.03,1.6,1.36
2025-02-22,Khulna,25.64,62.08,0.41,1.1
2025-02-23,Khulna,25.25,63.38,0.84,0.93
2025-02-24,Khulna,24.45,57.92,0.0,1.48
2025-02-25,Khulna,24.04,49.56,0.0,1.31
2025-02-26,Khulna,23.67,45.71,0.0,1.51
2025-02-27,Khulna,24.44,48.09,0.0,1.33
2025-02-28,Khulna,25.66,48.11,0.0,1.0
2025-03-01,Khulna,26.88,53.14,0.0,1.7
2025-03-02,Khulna,27.85,57.15,0.0,2.2
2025-03-03,Khulna,28.14,49.22,0.0,1.42
2025-03-04,Khulna,26.61,39.76,0.0,1.62
2025-03-05,Khulna,25.52,37.66,0.0,2.21
2025-03-06,Khulna,24.34,32.38,0.0,1.59
2025-03-07,Khulna,23.12,33.35,0.0,1.9
2025-03-08,Khulna,25.25,39.13,0.0,1.64
2025-03-09,Khulna,26.18,46.33,0.0,0.94
2025-03-10,Khulna,27.7,41.38,0.0,0.83
2025-03-11,Khulna,27.77,45.62,0.0,2.15
2025-03-12,Khulna,28.25,48.87,0.0,2.2
2025-03-13,Khulna,29.49,53.21,0.0,2.46
2025-03-14,Khulna,30.36,53.3,0.0,1.84
2025-03-15,Khulna,30.74,53.64,0.0,1.74
2025-03-16,Khulna,31.49,53.1,0.01,2.1
2025-03-17,Khulna,30.82,53.51,0.28,2.25
2025-03-18,Khulna,30.47,49.36,0.14,1.74
2025-03-19,Khulna,30.37,42.42,0.01,1.41
2025-03-20,Khulna,30.5,51.43,0.39,1.9
2025-03-21,Khulna,28.52,53.33,0.5,2.64
2025-03-22,Khulna,27.19,52.45,0.83,1.67
2025-03-23,Khulna,27.21,47.43,1.07,1.44
2025-03-24,Khulna,27.19,42.72,0.0,1.59
2025-03-25,Khulna,28.39,36.15,0.0,1.42
2025-03-26,Khulna,29.27,42.12,0.0,1.71
2025-03-27,Khulna,30.3,49.33,0.02,1.66
2025-03-28,Khulna,31.04,42.99,0.0,2.29
2025-03-29,Khulna,31.68,47.98,0.0,2.18
2025-03-30,Khulna,31.61,52.44,0.0,1.6
2025-03-31,Khulna,31.2,51.81,0.0,1.9
2025-04-01,Khulna,31.11,56.48,0.07,2.47
2025-04-02,Khulna,31.08,54.68,0.0,1.54
2025-04-03,Khulna,30.89,51.93,0.0,1.39
2025-04-04,Khulna,31.97,45.62,0.25,1.53
2025-04-05,Khulna,32.04,45.71,0.47,1.68
2025-04-06,Khulna,31.44,54.48,1.4,2.13
2025-04-07,Khulna,31.01,55.44,1.6,1.97
2025-04-08,Khulna,30.49,59.96,1.97,1.53
2025-04-09,Khulna,30.53,56.15,0.05,1.44
2025-04-10,Khulna,30.88,50.11,0.02,1.48
2025-04-11,Khulna,30.8,52.99,0.2,1.62
2025-04-12,Khulna,31.49,53.69,1.09,1.39
2025-04-13,Khulna,32.43,48.5,2.47,1.06
2025-04-14,Khulna,31.96,47.0,2.08,0.92
2025-04-15,Khulna,31.3,49.39,0.7,1.16
2025-04-16,Khulna,30.28,57.38,3.44,1.66
2025-04-17,Khulna,30.19,62.26,3.63,1.68
2025-04-18,Khulna,30.19,64.22,5.31,1.29
2025-04-19,Khulna,30.33,63.85,1.52,1.18
2025-04-20,Khulna,31.91,62.66,1.17,2.05
2025-04-21,Khulna,33.06,62.57,1.55,2.79
2025-04-22,Khulna,33.16,62.58,1.03,3.15
2025-04-23,Khulna,33.65,59.68,0.31,3.45
2025-04-24,Khulna,-999.0,-999.0,-999.0,-999.0
2025-04-25,Khulna,-999.0,-999.0,-999.0,-999.0
2025-04-26,Khulna,-999.0,-999.0,-999.0,-999.0
2025-04-27,Khulna,-999.0,-999.0,-999.0,-999.0
2024-04-27,Rajshahi,34.93,24.76,0.0,1.91
2024-04-28,Rajshahi,36.02,27.29,0.0,2.68
2024-04-29,Rajshahi,36.03,23.79,0.0,2.95
2024-04-30,Rajshahi,36.51,21.5,0.0,3.29
2024-05-01,Rajshahi,35.74,17.85,0.0,2.69
2024-05-02,Rajshahi,35.19,17.42,0.01,2.46
2024-05-03,Rajshahi,33.46,12.62,0.0,1.74
2024-05-04,Rajshahi,32.78,22.88,0.03,1.72
2024-05-05,Rajshahi,33.65,39.9,2.22,2.63
2024-05-06,Rajshahi,32.3,58.62,3.23,3.56
2024-05-07,Rajshahi,29.9,64.52,8.71,2.91
2024-05-08,Rajshahi,26.91,76.75,26.72,2.02
2024-05-09,Rajshahi,27.82,68.09,4.65,0.91
2024-05-10,Rajshahi,28.24,67.96,3.97,1.15
2024-05-11,Rajshahi,29.05,71.0,7.11,2.42
2024-05-12,Rajshahi,29.51,69.33,4.17,2.07
2024-05-13,Rajshahi,30.9,60.38,0.48,1.68
2024-05-14,Rajshahi,31.89,56.99,0.93,1.49
2024-05-15,Rajshahi,32.41,54.79,0.93,2.59
2024-05-16,Rajshahi,32.2,56.71,2.66,2.26
2024-05-17,Rajshahi,33.11,49.28,1.48,1.84
2024-05-18,Rajshahi,33.35,54.05,0.89,2.0
2024-05-19,Rajshahi,33.61,55.99,0.95,2.31
2024-05-20,Rajshahi,30.9,67.17,12.0,2.44
2024-05-21,Rajshahi,30.7,68.64,8.88,1.38
2024-05-22,Rajshahi,30.63,71.56,17.11,1.57
2024-05-23,Rajshahi,31.96,64.1,1.03,1.46
2024-05-24,Rajshahi,33.52,58.97,2.8,1.65
2024-05-25,Rajshahi,33.89,58.57,0.06,2.3
2024-05-26,Rajshahi,31.35,73.14,17.39,4.38
2024-05-27,Rajshahi,28.11,85.76,37.26,9.06
2024-05-28,Rajshahi,31.12,70.38,15.96,4.47
2024-05-29,Rajshahi,31.98,79.07,9.36,3.55
2024-05-30,Rajshahi,32.04,75.2,1.14,4.06
2024-05-31,Rajshahi,31.36,77.45,9.68,2.58
2024-06-01,Rajshahi,31.34,73.35,1.43,3.19
2024-06-02,Rajshahi,31.7,72.76,3.45,3.28
2024-06-03,Rajshahi,30.73,75.84,7.89,2.63
2024-06-04,Rajshahi,30.96,76.12,7.41,2.38
2024-06-05,Rajshahi,30.96,76.13,10.51,2.49
2024-06-06,Rajshahi,31.07,75.91,12.9,1.17
2024-06-07,Rajshahi,32.47,67.94,3.5,1.3
2024-06-08,Rajshahi,32.8,69.25,2.83,2.34
2024-06-09,Rajshahi,31.15,81.14,48.6,2.59
2024-06-10,Rajshahi,30.1,88.21,32.31,2.73
2024-06-11,Rajshahi,30.36,86.16,5.86,2.78
2024-06-12,Rajshahi,30.71,81.04,1.55,2.37
2024-06-13,Rajshahi,30.72,81.01,2.58,3.14
2024-06-14,Rajshahi,30.43,84.52,4.39,2.89
2024-06-15,Rajshahi,30.61,85.73,6.28,2.91
2024-06-16,Rajshahi,31.82,77.18,2.01,3.45
2024-06-17,Rajshahi,31.74,76.37,1.78,3.93
2024-06-18,Rajshahi,31.49,77.93,2.01,3.7
2024-06-19,Rajshahi,30.39,83.01,8.31,3.95
2024-06-20,Rajshahi,29.06,85.45,5.03,2.94
2024-06-21,Rajshahi,29.89,81.38,3.73,1.59
2024-06-22,Rajshahi,30.18,78.72,1.48,1.79
2024-06-23,Rajshahi,30.66,77.1,1.72,1.75
2024-06-24,Rajshahi,30.52,76.89,0.14,2.68
2024-06-25,Rajshahi,30.68,77.89,3.36,2.92
2024-06-26,Rajshahi,30.82,78.59,1.25,1.73
2024-06-27,Rajshahi,30.12,80.68,0.79,2.64
2024-06-28,Rajshahi,30.45,80.53,4.44,3.12
2024-06-29,Rajshahi,30.2,83.16,9.48,2.26
2024-06-30,Rajshahi,29.76,86.65,16.97,2.35
2024-07-01,Rajshahi,29.07,85.84,17.81,2.7
2024-07-02,Rajshahi,28.92,87.41,25.87,2.39
2024-07-03,Rajshahi,29.38,86.7,45.63,2.68
2024-07-04,Rajshahi,29.49,87.73,16.63,2.38
2024-07-05,Rajshahi,28.96,89.11,27.47,3.01
2024-07-06,Rajshahi,29.3,86.56,19.57,2.88
2024-07-07,Rajshahi,29.46,84.56,13.23,1.96
2024-07-08,Rajshahi,29.42,83.97,1.86,2.24
2024-07-09,Rajshahi,29.54,84.98,2.04,2.24
2024-07-10,Rajshahi,29.39,87.04,3.67,2.12
2024-07-11,Rajshahi,29.63,87.89,23.07,2.89
2024-07-12,Rajshahi,29.08,89.31,54.29,1.3
2024-07-13,Rajshahi,29.51,83.86,8.18,1.74
2024-07-14,Rajshahi,29.85,84.9,9.28,2.07
2024-07-15,Rajshahi,29.51,86.81,0.6,2.44
2024-07-16,Rajshahi,29.54,87.9,1.57,3.15
2024-07-17,Rajshahi,30.13,84.56,0.42,2.23
2024-07-18,Rajshahi,30.32,82.7,0.41,1.5
2024-07-19,Rajshahi,30.22,84.35,1.86,2.82
2024-07-20,Rajshahi,29.84,85.31,4.65,3.77
2024-07-21,Rajshahi,29.66,85.76,2.37,3.74
2024-07-22,Rajshahi,29.5,87.55,2.15,3.67
2024-07-23,Rajshahi,29.48,86.23,2.61,3.25
2024-07-24,Rajshahi,30.03,85.66,2.98,3.0
2024-07-25,Rajshahi,30.03,86.14,1.15,2.85
2024-07-26,Rajshahi,30.82,84.75,2.09,3.42
2024-07-27,Rajshahi,30.33,84.95,1.79,3.79
2024-07-28,Rajshahi,30.36,84.16,0.43,2.82
2024-07-29,Rajshahi,29.95,85.55,0.99,2.59
2024-07-30,Rajshahi,29.33,89.07,2.29,2.2
2024-07-31,Rajshahi,29.78,86.27,3.97,2.1
2024-08-01,Rajshahi,29.03,88.45,19.72,3.97
2024-08-02,Rajshahi,27.69,92.79,75.66,4.51
2024-08-03,Rajshahi,28.0,90.21,23.23,3.86
2024-08-04,Rajshahi,28.5,87.88,9.19,2.77
2024-08-05,Rajshahi,28.94,87.39,15.22,2.5
2024-08-06,Rajshahi,28.27,90.8,10.51,1.85
2024-08-07,Rajshahi,28.72,88.74,7.1,2.98
2024-08-08,Rajshahi,28.53,88.47,5.51,2.69
2024-08-09,Rajshahi,28.67,87.56,12.24,2.28
2024-08-10,Rajshahi,29.37,86.42,18.52,2.14
2024-08-11,Rajshahi,28.95,86.76,5.95,1.74
2024-08-12,Rajshahi,28.49,89.83,22.75,1.41
2024-08-13,Rajshahi,28.93,90.43,14.82,1.11
2024-08-14,Rajshahi,29.07,89.19,3.74,1.64
2024-08-15,Rajshahi,28.73,89.88,3.86,1.77
2024-08-16,Rajshahi,28.45,90.02,8.62,1.65
2024-08-17,Rajshahi,28.46,86.79,4.49,2.27
2024-08-18,Rajshahi,27.97,88.49,4.68,3.09
2024-08-19,Rajshahi,27.91,89.65,4.57,3.04
2024-08-20,Rajshahi,28.66,89.53,4.27,1.79
2024-08-21,Rajshahi,28.03,89.5,4.63,1.63
2024-08-22,Rajshahi,27.83,91.19,20.35,1.72
2024-08-23,Rajshahi,27.62,93.23,40.5,2.28
2024-08-24,Rajshahi,27.88,91.75,5.66,2.43
2024-08-25,Rajshahi,26.94,91.75,15.36,1.85
2024-08-26,Rajshahi,26.94,93.14,5.9,4.2
2024-08-27,Rajshahi,27.75,88.69,2.35,2.58
2024-08-28,Rajshahi,27.1,88.26,2.18,1.47
2024-08-29,Rajshahi,28.47,82.11,0.82,0.99
2024-08-30,Rajshahi,28.83,86.1,4.1,1.18
2024-08-31,Rajshahi,28.67,88.05,3.58,1.92
2024-09-01,Rajshahi,28.53,88.91,3.71,2.05
2024-09-02,Rajshahi,28.83,87.18,2.04,1.32
2024-09-03,Rajshahi,28.6,88.2,13.71,0.94
2024-09-04,Rajshahi,28.39,88.9,5.39,1.22
2024-09-05,Rajshahi,28.33,88.9,12.01,1.1
2024-09-06,Rajshahi,29.11,84.5,7.04,0.83
2024-09-07,Rajshahi,28.89,85.87,6.31,1.41
2024-09-08,Rajshahi,29.72,85.89,4.17,1.44
2024-09-09,Rajshahi,29.02,88.84,0.9,2.48
2024-09-10,Rajshahi,28.92,90.64,0.52,2.64
2024-09-11,Rajshahi,28.69,90.87,6.28,1.7
2024-09-12,Rajshahi,29.94,83.09,2.46,0.86
2024-09-13,Rajshahi,29.38,86.83,13.0,1.79
2024-09-14,Rajshahi,27.24,92.58,48.75,4.81
2024-09-15,Rajshahi,26.32,92.78,38.08,6.62
2024-09-16,Rajshahi,26.77,93.62,42.81,5.21
2024-09-17,Rajshahi,28.31,87.39,1.44,1.87
2024-09-18,Rajshahi,29.45,81.42,2.0,0.54
2024-09-19,Rajshahi,29.47,84.59,0.0,1.32
2024-09-20,Rajshahi,29.97,84.34,0.0,1.27
2024-09-21,Rajshahi,30.26,82.84,1.5,1.03
2024-09-22,Rajshahi,29.49,87.07,7.37,1.13
2024-09-23,Rajshahi,29.94,84.49,2.77,1.21
2024-09-24,Rajshahi,27.96,92.76,26.06,1.9
2024-09-25,Rajshahi,27.14,94.05,50.62,2.69
2024-09-26,Rajshahi,26.6,94.95,63.55,3.14
2024-09-27,Rajshahi,26.77,93.69,20.16,2.45
2024-09-28,Rajshahi,27.92,90.45,10.28,2.04
2024-09-29,Rajshahi,28.13,90.72,8.1,1.47
2024-09-30,Rajshahi,28.67,89.38,4.72,1.71
2024-10-01,Rajshahi,28.84,88.28,5.03,1.42
2024-10-02,Rajshahi,28.78,85.38,2.36,1.06
2024-10-03,Rajshahi,27.99,87.56,27.41,0.87
2024-10-04,Rajshahi,27.7,87.81,8.27,1.11
2024-10-05,Rajshahi,26.63,93.95,11.63,2.13
2024-10-06,Rajshahi,27.11,91.37,10.9,1.02
2024-10-07,Rajshahi,27.21,88.93,9.58,1.02
2024-10-08,Rajshahi,26.94,89.54,7.68,1.05
2024-10-09,Rajshahi,26.87,90.92,6.18,1.65
2024-10-10,Rajshahi,27.24,90.74,6.82,1.62
2024-10-11,Rajshahi,27.67,88.45,3.42,1.69
2024-10-12,Rajshahi,27.47,84.66,0.67,1.43
2024-10-13,Rajshahi,27.23,80.86,0.02,0.75
2024-10-14,Rajshahi,27.47,78.4,0.09,0.73
2024-10-15,Rajshahi,27.23,79.02,1.08,0.73
2024-10-16,Rajshahi,27.25,79.24,0.62,0.61
2024-10-17,Rajshahi,26.38,90.44,17.14,1.58
2024-10-18,Rajshahi,26.96,88.3,10.96,1.02
2024-10-19,Rajshahi,26.66,82.91,3.53,0.88
2024-10-20,Rajshahi,25.25,84.01,0.06,1.17
2024-10-21,Rajshahi,25.03,86.88,0.0,1.36
2024-10-22,Rajshahi,26.08,84.03,0.0,1.15
2024-10-23,Rajshahi,26.24,89.71,6.79,1.59
2024-10-24,Rajshahi,24.9,92.71,11.73,3.58
2024-10-25,Rajshahi,25.23,91.38,7.83,3.82
2024-10-26,Rajshahi,26.51,90.89,42.86,2.35
2024-10-27,Rajshahi,26.76,85.04,2.28,1.14
2024-10-28,Rajshahi,27.0,81.49,0.0,0.67
2024-10-29,Rajshahi,26.76,87.65,0.27,1.21
2024-10-30,Rajshahi,26.91,88.19,0.15,1.31
2024-10-31,Rajshahi,27.42,83.95,0.08,0.95
2024-11-01,Rajshahi,26.66,81.85,0.0,0.62
2024-11-02,Rajshahi,25.5,82.26,0.02,0.79
2024-11-03,Rajshahi,25.56,79.33,0.0,0.67
2024-11-04,Rajshahi,25.01,78.46,0.0,0.83
2024-11-05,Rajshahi,24.42,82.73,0.02,1.28
2024-11-06,Rajshahi,24.6,83.7,1.98,0.85
2024-11-07,Rajshahi,24.85,81.91,2.41,0.77
2024-11-08,Rajshahi,24.45,81.1,0.03,0.98
2024-11-09,Rajshahi,23.7,83.56,0.0,1.28
2024-11-10,Rajshahi,23.32,79.45,0.0,1.01
2024-11-11,Rajshahi,23.69,77.44,0.0,0.79
2024-11-12,Rajshahi,23.9,73.94,0.0,0.82
2024-11-13,Rajshahi,23.31,77.28,0.0,0.84
2024-11-14,Rajshahi,23.04,78.66,0.0,1.07
2024-11-15,Rajshahi,21.61,81.72,0.0,1.17
2024-11-16,Rajshahi,20.94,78.14,0.0,1.2
2024-11-17,Rajshahi,20.86,72.08,0.0,0.58
2024-11-18,Rajshahi,21.08,71.61,0.0,0.84
2024-11-19,Rajshahi,21.23,76.49,0.0,0.94
2024-11-20,Rajshahi,20.64,79.13,0.0,1.12
2024-11-21,Rajshahi,21.64,68.77,0.0,0.76
2024-11-22,Rajshahi,21.29,78.76,0.0,1.18
2024-11-23,Rajshahi,21.17,80.09,0.0,1.02
2024-11-24,Rajshahi,20.03,74.28,0.0,0.97
2024-11-25,Rajshahi,20.36,71.62,0.0,0.66
2024-11-26,Rajshahi,19.67,78.84,0.0,0.92
2024-11-27,Rajshahi,19.9,84.95,0.0,1.23
2024-11-28,Rajshahi,19.92,83.82,0.0,1.39
2024-11-29,Rajshahi,19.54,81.66,0.0,1.31
2024-11-30,Rajshahi,19.17,79.99,0.01,1.5
2024-12-01,Rajshahi,18.41,76.64,0.05,1.25
2024-12-02,Rajshahi,18.31,80.2,0.01,1.33
2024-12-03,Rajshahi,19.17,78.2,0.0,1.23
2024-12-04,Rajshahi,18.38,75.28,0.0,1.03
2024-12-05,Rajshahi,18.21,80.03,0.0,1.43
2024-12-06,Rajshahi,17.38,74.16,0.0,1.46
2024-12-07,Rajshahi,18.03,69.38,0.0,0.82
2024-12-08,Rajshahi,17.11,75.49,0.0,1.03
2024-12-09,Rajshahi,17.66,78.25,0.12,0.94
2024-12-10,Rajshahi,18.87,77.45,0.05,0.78
2024-12-11,Rajshahi,16.03,78.11,0.15,1.38
2024-12-12,Rajshahi,15.49,80.81,0.0,1.41
2024-12-13,Rajshahi,15.41,79.85,0.0,1.31
2024-12-14,Rajshahi,14.42,78.03,0.0,1.55
2024-12-15,Rajshahi,15.69,83.67,0.0,1.6
2024-12-16,Rajshahi,16.94,77.03,0.0,1.06
2024-12-17,Rajshahi,16.89,74.89,0.0,0.88
2024-12-18,Rajshahi,16.56,76.91,0.0,1.23
2024-12-19,Rajshahi,17.31,79.97,0.0,1.41
2024-12-20,Rajshahi,17.56,80.41,0.0,1.21
2024-12-21,Rajshahi,17.37,83.25,0.01,1.25
2024-12-22,Rajshahi,17.26,82.49,0.02,1.08
2024-12-23,Rajshahi,16.58,82.91,0.0,1.48
2024-12-24,Rajshahi,17.17,74.27,0.0,1.23
2024-12-25,Rajshahi,17.56,72.81,0.0,0.94
2024-12-26,Rajshahi,17.82,79.46,0.0,1.17
2024-12-27,Rajshahi,17.17,83.75,0.0,1.74
2024-12-28,Rajshahi,17.73,79.87,0.0,1.32
2024-12-29,Rajshahi,18.9,78.76,0.0,1.13
2024-12-30,Rajshahi,19.25,81.57,0.0,1.4
2024-12-31,Rajshahi,16.15,77.65,0.0,1.65
2025-01-01,Rajshahi,15.21,80.43,0.0,1.69
2025-01-02,Rajshahi,14.87,79.83,0.0,1.65
2025-01-03,Rajshahi,15.61,82.03,0.0,1.5
2025-01-04,Rajshahi,16.71,80.59,0.0,1.29
2025-01-05,Rajshahi,17.71,85.14,0.0,1.33
2025-01-06,Rajshahi,19.89,77.04,0.0,0.66
2025-01-07,Rajshahi,19.06,80.1,0.0,1.13
2025-01-08,Rajshahi,15.43,74.8,0.0,1.86
2025-01-09,Rajshahi,15.27,73.43,0.0,1.19
2025-01-10,Rajshahi,14.78,74.82,0.0,1.27
2025-01-11,Rajshahi,16.62,76.05,0.0,1.11
2025-01-12,Rajshahi,18.22,70.9,0.0,0.91
2025-01-13,Rajshahi,18.52,70.06,0.0,0.85
2025-01-14,Rajshahi,17.61,74.46,0.0,1.37
2025-01-15,Rajshahi,16.07,79.64,0.0,1.76
2025-01-16,Rajshahi,17.17,77.92,0.0,1.38
2025-01-17,Rajshahi,18.16,76.0,0.0,1.36
2025-01-18,Rajshahi,18.27,69.84,0.0,1.26
2025-01-19,Rajshahi,17.11,68.04,0.0,1.6
2025-01-20,Rajshahi,16.55,64.4,0.0,1.43
2025-01-21,Rajshahi,17.04,71.04,0.0,1.22
2025-01-22,Rajshahi,16.98,70.43,0.0,1.12
2025-01-23,Rajshahi,17.29,69.3,0.0,1.26
2025-01-24,Rajshahi,18.23,65.69,0.0,1.21
2025-01-25,Rajshahi,17.72,69.45,0.0,1.2
2025-01-26,Rajshahi,16.23,64.8,0.0,1.27
2025-01-27,Rajshahi,17.15,68.33,0.0,1.22
2025-01-28,Rajshahi,17.01,60.07,0.0,1.02
2025-01-29,Rajshahi,17.9,56.61,0.0,0.81
2025-01-30,Rajshahi,19.06,73.13,1.94,1.79
2025-01-31,Rajshahi,19.46,68.96,0.0,1.37
2025-02-01,Rajshahi,19.91,65.57,0.0,1.14
2025-02-02,Rajshahi,19.96,67.02,0.0,1.45
2025-02-03,Rajshahi,19.43,62.3,0.0,1.25
2025-02-04,Rajshahi,19.39,54.49,0.0,0.94
2025-02-05,Rajshahi,20.6,62.97,0.0,1.45
2025-02-06,Rajshahi,20.19,66.94,0.0,1.9
2025-02-07,Rajshahi,17.41,50.5,0.0,1.73
2025-02-08,Rajshahi,17.06,49.68,0.0,1.17
2025-02-09,Rajshahi,18.57,43.79,0.0,0.89
2025-02-10,Rajshahi,18.76,54.47,0.0,1.47
2025-02-11,Rajshahi,19.4,60.7,0.0,1.59
2025-02-12,Rajshahi,20.71,59.46,0.0,1.39
2025-02-13,Rajshahi,20.42,57.69,0.0,1.76
2025-02-14,Rajshahi,18.62,45.45,0.0,1.7
2025-02-15,Rajshahi,18.72,48.03,0.0,1.25
2025-02-16,Rajshahi,19.72,52.61,0.0,1.37
2025-02-17,Rajshahi,20.78,58.39,0.0,1.34
2025-02-18,Rajshahi,22.25,58.76,0.0,1.31
2025-02-19,Rajshahi,22.48,57.8,0.0,1.11
2025-02-20,Rajshahi,22.86,58.59,0.27,1.25
2025-02-21,Rajshahi,22.66,62.24,0.12,1.22
2025-02-22,Rajshahi,23.34,64.87,0.15,1.68
2025-02-23,Rajshahi,22.2,73.44,9.62,1.13
2025-02-24,Rajshahi,22.62,62.94,0.02,1.35
2025-02-25,Rajshahi,22.85,46.15,0.0,1.1
2025-02-26,Rajshahi,21.82,49.9,0.0,1.12
2025-02-27,Rajshahi,23.23,47.71,0.0,0.8
2025-02-28,Rajshahi,24.2,52.58,0.0,1.07
2025-03-01,Rajshahi,24.58,58.91,0.19,2.17
2025-03-02,Rajshahi,25.78,56.36,0.05,2.35
2025-03-03,Rajshahi,25.22,49.45,0.0,2.52
2025-03-04,Rajshahi,24.04,43.1,0.0,1.88
2025-03-05,Rajshahi,23.4,43.56,0.0,2.51
2025-03-06,Rajshahi,22.63,34.6,0.0,0.98
2025-03-07,Rajshahi,22.26,36.1,0.0,1.32
2025-03-08,Rajshahi,22.78,43.64,0.0,1.58
2025-03-09,Rajshahi,23.74,47.4,0.0,1.02
2025-03-10,Rajshahi,25.68,49.66,0.0,0.89
2025-03-11,Rajshahi,27.01,47.85,0.0,1.34
2025-03-12,Rajshahi,26.74,44.56,0.0,1.54
2025-03-13,Rajshahi,27.03,48.23,0.0,1.39
2025-03-14,Rajshahi,28.27,42.23,0.0,1.3
2025-03-15,Rajshahi,28.58,45.13,0.0,1.4
2025-03-16,Rajshahi,28.92,48.33,0.0,2.25
2025-03-17,Rajshahi,29.52,47.13,0.01,2.58
2025-03-18,Rajshahi,28.43,40.01,0.0,2.87
2025-03-19,Rajshahi,27.88,37.63,0.0,1.79
2025-03-20,Rajshahi,28.31,42.97,0.11,1.53
2025-03-21,Rajshahi,23.6,68.02,3.36,1.54
2025-03-22,Rajshahi,24.8,66.29,0.87,1.9
2025-03-23,Rajshahi,25.14,60.02,1.46,1.35
2025-03-24,Rajshahi,26.13,49.97,0.0,1.12
2025-03-25,Rajshahi,27.55,41.43,0.0,0.84
2025-03-26,Rajshahi,27.98,44.39,0.0,1.61
2025-03-27,Rajshahi,28.71,43.93,0.0,1.48
2025-03-28,Rajshahi,29.96,33.81,0.0,1.63
2025-03-29,Rajshahi,30.16,27.68,0.0,1.83
2025-03-30,Rajshahi,28.89,24.01,0.0,1.62
2025-03-31,Rajshahi,28.5,34.6,0.0,1.65
2025-04-01,Rajshahi,30.6,45.33,0.0,2.19
2025-04-02,Rajshahi,31.04,44.04,0.0,1.79
2025-04-03,Rajshahi,31.19,32.46,0.0,1.96
2025-04-04,Rajshahi,31.39,27.53,0.0,1.86
2025-04-05,Rajshahi,32.28,28.73,0.0,1.47
